,1,3,7,9,13,17,21,24
walking,12.160276881422394,22.652316359699075,38.64474834068265,45.24236166528406,52.71963170002048,54.93441588205548,57.03138722036556,63.04199544064284
eating,8.393595484544605,17.051239218763126,33.02718291744109,40.434861149472944,52.53666363553518,62.25683955882551,70.58612763716877,77.11299494261382
smoking,8.01797763792592,16.270574085510177,31.315147645062837,38.14947436217477,49.451513873887244,58.29877841625851,65.91285436870507,71.64311554621915
discussion,11.978719746740431,26.7579009946767,57.07547496859309,69.74094018980453,88.58734774495204,101.52086187914237,111.51363621516009,117.58969810770645
directions,8.609903321213048,19.645471196115754,43.282406355235565,53.818314166070465,71.17940219602323,84.39958023443455,94.64641226217424,100.5942871750783
greeting,16.481506628804972,36.95269540475248,77.3245768888453,93.3810348582145,116.24476802042281,130.23412716070737,140.9409393539036,147.2283149187287
phoning,10.099093344209658,20.74069357417842,41.51451271296892,51.26080066517992,68.28364275886972,82.30879608572346,95.06490613029044,104.35886241042931
posing,12.789507272031402,29.380510965983074,66.946526432344,85.01006916123826,116.25974644929778,141.21200437228907,161.93481624394752,174.32663412799405
purchases,14.748108048699253,32.39042859000485,66.13495384116617,79.63530876048247,101.63027651506053,118.69091513631528,131.86634331717113,139.15037990514358
sitting,10.530966329728901,21.987232383143684,46.25878800491942,57.79660514000293,78.18806958738654,95.42807152510461,110.37436531173887,120.02434633619191
sittingdown,16.09937846215457,31.62516195115901,62.44563589543958,76.83839996792334,102.83059255768207,124.90614575782593,143.8643005475965,155.45034289802473
takingphoto,9.89385726824455,21.011220386668192,44.555596566150136,56.297028742725395,77.94114225263269,96.40948605019476,112.18806975056596,121.86989576931842
waiting,10.679786512626952,23.062685257240265,48.24751793538538,59.23110647947559,76.32959979579952,88.65726171433593,98.93991874761137,106.25312593994413
walkingdog,20.651659078810873,42.8815398052716,80.35350897367972,93.30591923189864,111.8691480820375,125.72717028178141,139.00891195929563,148.21282567235525
walkingtogether,10.561251389639718,20.915371671404156,37.403079681396484,43.85071138654436,52.92914406912667,58.337413591657366,61.90623613630022,65.90909519740514
